review_text,rating,date,clean_review,baseline_sentiment,translated_review
Mero ma ta refer code hanne option aayena,2,2021-05-04 07:20:59,mero ma ta refer code hanne option aayena,Bad,My Refer Code Hane Option Mirror
How to collect if we don't have account???,1,2021-05-04 06:56:08,how to collect if we dont have account,Bad,how to collect if we dont have account
I love this app,5,2021-05-03 19:10:40,i love this app,Good,i love this app
Fake,5,2021-05-03 16:08:57,fake,Good,fake
Very bad app,1,2021-05-03 13:39:47,very bad app,Bad,very bad app
Awesome medium,5,2021-05-03 13:38:26,awesome medium,Good,awesome medium
Nice,2,2021-05-03 13:08:48,nice,Bad,nice
याे माेरुमा अाबश्यक पर्दा पैसा लाेड गरेकाे २० घण्टामा कार्यालयमा फाेन गरेर मात्र अायाे ।ठिक लागेन याे माेरु हाेइन माेरा रहेछ ।,1,2021-05-03 12:51:05,याे माेरुमा अाबश्यक पर्दा पैसा लाेड गरेकाे २० घण्टामा कार्यालयमा फाेन गरेर मात्र अायाे ।ठिक लागेन याे माेरु हाेइन माेरा रहेछ ।,Bad,"When it was necessary for me, I loaded the money in 20 hours and only came by sending it to the office. It didn't feel right."
Good,5,2021-05-03 06:40:10,good,Good,good
This is not earning app.. This like a wallet app only. If it is earning app so how I can earn ?,1,2021-05-02 16:03:07,this is not earning app this like a wallet app only if it is earning app so how i can earn,Bad,this is not earning app this like a wallet app only if it is earning app so how i can earn
Saru karki,4,2021-05-02 15:10:50,saru karki,Good,take care of yourself
Very good,5,2021-05-02 11:57:30,very good,Good,very good
This app is useless I am not able to earn money,1,2021-05-02 09:34:21,this app is useless i am not able to earn money,Bad,this app is useless i am not able to earn money
Very nice app,5,2021-05-02 07:37:36,very nice app,Good,very nice app
how to use this app,1,2021-05-01 20:07:36,how to use this app,Bad,how to use this app
That's real or fake,1,2021-05-01 16:59:58,thats real or fake,Bad,thats real or fake
Why i cannot paste refer code,2,2021-05-01 13:52:15,why i cannot paste refer code,Bad,why i cannot paste refer code
Download nai payena vaneko,1,2021-05-01 12:40:39,download nai payena vaneko,Bad,download na payena oneko
Plz blc dinuna,5,2021-05-01 11:15:51,plz blc dinuna,Good,plz blc dinuna
It is not working,5,2021-05-01 07:35:11,it is not working,Good,it is not working
I am very happy using this app this give me 100 rupees,5,2021-04-30 20:54:46,i am very happy using this app this give me rupees,Good,i am very happy using this app this give me rupees
I don't understand why this app is showing not valid information after creating a acount Please fix this problem I have already created acount but it can't log in,1,2021-04-30 12:28:07,i dont understand why this app is showing not valid information after creating a acount please fix this problem i have already created acount but it cant log in,Bad,i dont understand why this app is showing not valid information after creating a acount please fix this problem i have already created acount but it cant log in
Good,5,2021-04-30 11:09:30,good,Good,good
"This app is very fast withdrawal bank so easy no any problem very good app and free any bank transfer top up, electricity bill,net bill, and TV bill payment no any problem very good app moru Digital wallet very fast app love you moru",5,2021-04-29 21:08:00,this app is very fast withdrawal bank so easy no any problem very good app and free any bank transfer top up electricity billnet bill and tv bill payment no any problem very good app moru digital wallet very fast app love you moru,Good,this app is very fast withdrawal bank so easy no any problem very good app and free any bank transfer top up electricity billnet bill and tv bill payment no any problem very good app moru digital wallet very fast app love you moru
Love 💕,5,2021-04-29 20:52:50,love,Good,love
not a cash back in this app why? I am trying to cash back bout not came to balance in this app i think it's fake app.i don't know how to another people believe in this app.,1,2021-04-29 19:26:35,not a cash back in this app why i am trying to cash back bout not came to balance in this app i think its fake appi dont know how to another people believe in this app,Bad,not a cash back in this app why i am trying to cash back bout not came to balance in this app i think its fake appi dont know how to another people believe in this app
Grishma pariyar,5,2021-04-29 19:08:15,grishma pariyar,Good,summer paris
Too good,5,2021-04-29 17:39:30,too good,Good,too good
Nice app download now,5,2021-04-29 11:55:24,nice app download now,Good,nice app download now
i love moru,5,2021-04-28 19:52:39,i love moru,Good,i love the plague
The more app is best...,5,2021-04-28 11:38:19,the more app is best,Good,the more app is best
Nice aap,5,2021-04-27 15:24:47,nice aap,Good,nice you
Wow i just love this application and also thankyou so much.,5,2021-04-27 11:04:42,wow i just love this application and also thankyou so much,Good,wow i just love this application and also thankyou so much
"अहिले सम्मकै खतम एप, कामको बेलामा अपडेट देखाउछ, अपडेट नगरी चलाउनै नमिल्ने । आजै अनस्टल गर्ने निर्णय गरियो । इसेवाको लेभलमा पुग्यो भने फेरि चलाउनु पर्ला ।",1,2021-04-27 10:27:48,अहिले सम्मकै खतम एप कामको बेलामा अपडेट देखाउछ अपडेट नगरी चलाउनै नमिल्ने । आजै अनस्टल गर्ने निर्णय गरियो । इसेवाको लेभलमा पुग्यो भने फेरि चलाउनु पर्ला ।,Bad,"Until now, the best app shows updates during work and can't be used without updating.It was decided to uninstall today.If it reaches the level of Iseva, it should be used again."
Thu nepali earn app re xi kina thagnu ho manxe lai,1,2021-04-27 00:29:05,thu nepali earn app re xi kina thagnu ho manxe lai,Bad,Nepali Earn App Re xi Kina Thagnu - I'm Not Afraid
Damii,5,2021-04-26 10:18:59,damii,Good,Damia
Best for earning,5,2021-04-26 06:55:19,best for earning,Good,best for earning
"Maile kati try gare download ko lagi hudai hudaina,",2,2021-04-25 14:59:59,maile kati try gare download ko lagi hudai hudaina,Bad,I've cut it and it's time to download it.
Nice apps,5,2021-04-25 12:03:11,nice apps,Good,nice apps
I'm loving it,5,2021-04-25 10:58:21,im loving it,Good,im loving it
Fabolous apk,5,2021-04-25 08:49:11,fabolous apk,Good,fabolous apk
I dont like,1,2021-04-24 20:58:59,i dont like,Bad,i dont like
I think this is very nice application ....🤝❤️💕💓 No Ads ... Awesome....Topup bonus Very nice Cashback on dishhome Rechage i never see cashback on dishhome in Esewa and other wallet.... Cashback on ncell data and voice pack too... You should add here cashback on ntc voice pack and data too,5,2021-04-24 19:54:07,i think this is very nice application no ads awesometopup bonus very nice cashback on dishhome rechage i never see cashback on dishhome in esewa and other wallet cashback on ncell data and voice pack too you should add here cashback on ntc voice pack and data too,Good,i think this is very nice application no ads awesometopup bonus very nice cashback on dishhome rechage i never see cashback on dishhome in esewa and other wallet cashback on ncell data and voice pack too you should add here cashback on ntc voice pack and data too
Free bank transfer is one of the great service. Thank you Moru 😀😀,5,2021-04-24 18:40:41,free bank transfer is one of the great service thank you moru,Good,free bank transfer is one of the great service thank you moru
Fraud app,1,2021-04-24 14:17:50,fraud app,Bad,fraud app
Ok Kerp it up,2,2021-04-24 13:54:16,ok kerp it up,Bad,ok kerp it up
awesome,5,2021-04-23 19:39:26,awesome,Good,awesome
Nice,5,2021-04-23 17:49:37,nice,Good,nice
Its pays,5,2021-04-23 17:38:40,its pays,Good,its pays
I want to rate it zero because i refer legally but i am not get my 3 times referral money bad app,1,2021-04-23 17:01:02,i want to rate it zero because i refer legally but i am not get my times referral money bad app,Bad,i want to rate it zero because i refer legally but i am not get my times referral money bad app
