review_text,rating,date,clean_review,baseline_sentiment
"It says refer and earn so, i refered to my friends (and they downloaded too) and what i got in return was baba ji ka thullu. Just wasted my time and energy only tbh. So guys don't fall for this scam. And for transactions why not use khalti. Khalti is more reliable and on top of that it doesn't scams its user with fake assurances.",1,2021-04-20 12:55:11,it says refer and earn so i refered to my friends and they downloaded too and what i got in return was baba ji ka thullu just wasted my time and energy only tbh so guys dont fall for this scam and for transactions why not use khalti khalti is more reliable and on top of that it doesnt scams its user with fake assurances,Bad
Don't waste your time referring this app to your friends and family.This app mentions to refer and earn but in fact you will not get a single penny. I am deleting this app and will not recommend anyone to install this app if they value their time.,1,2021-04-20 12:53:42,dont waste your time referring this app to your friends and familythis app mentions to refer and earn but in fact you will not get a single penny i am deleting this app and will not recommend anyone to install this app if they value their time,Bad
All okay,5,2021-04-19 16:38:55,all okay,Good
This app is so exellent...,5,2021-04-19 11:58:52,this app is so exellent,Good
Valid Email address. Email address fully work in other apps . please help me,3,2021-04-18 21:38:27,valid email address email address fully work in other apps please help me,Neutral
Load balance not working foe Nic Asia E-banking,1,2021-04-18 21:21:21,load balance not working foe nic asia ebanking,Bad
its services is not bad but i got a problem ... need help from app master thanks team....,4,2021-04-18 19:27:00,its services is not bad but i got a problem need help from app master thanks team,Good
Thank u,1,2021-04-18 17:19:11,thank u,Bad
Very nice 👍🙂🙂👍🙂👍👍🙂🙂,5,2021-04-18 07:24:19,very nice,Good
First time it's gives reffer money but nowadays it can gives us money,5,2021-04-18 06:44:19,first time its gives reffer money but nowadays it can gives us money,Good
Great,5,2021-04-17 22:15:15,great,Good
Refer garera paisa kamai xa vanne kura katti ko thik ho?,5,2021-04-16 19:05:01,refer garera paisa kamai xa vanne kura katti ko thik ho,Good
Dear team enmb bat paisa load hudain kin,3,2021-04-16 14:15:03,dear team enmb bat paisa load hudain kin,Neutral
How much usefull this app? i mean how many people used up? I want ro know. Please tell me. If this is good then i will be user.,5,2021-04-15 17:09:44,how much usefull this app i mean how many people used up i want ro know please tell me if this is good then i will be user,Good
Best digital wallet in Nepal,5,2021-04-15 12:00:59,best digital wallet in nepal,Good
Maile paisa load garne try gare otp aayo bank bata paisa pani ghatyo tara yesma aayena 🥴 yesto ta bhyena ni feri arko choti garda bhyo aahni mero 1k paisa gayeb aaba???,1,2021-04-14 22:51:46,maile paisa load garne try gare otp aayo bank bata paisa pani ghatyo tara yesma aayena yesto ta bhyena ni feri arko choti garda bhyo aahni mero k paisa gayeb aaba,Bad
Nice app,5,2021-04-14 18:55:11,nice app,Good
Offline is not available ? Please improve offline mode fast it.,5,2021-04-14 15:17:09,offline is not available please improve offline mode fast it,Good
I have gave 5 star....,5,2021-04-14 14:14:00,i have gave star,Good
Moru-Digital wallet Is the Very nice wallet Ma aasa gardaxu yo app dherai grow hos❤❤❤ And reffer and earn option pani grow hudai garos😊😊,5,2021-04-14 09:11:31,morudigital wallet is the very nice wallet ma aasa gardaxu yo app dherai grow hos and reffer and earn option pani grow hudai garos,Good
Thank you,2,2021-04-14 08:45:57,thank you,Bad
Better app,5,2021-04-13 14:42:28,better app,Good
Ramro xa esewa vanda,5,2021-04-12 21:51:24,ramro xa esewa vanda,Good
I didn't you this app yet but after reading your reply in others review. I give all the star for your helping reply,5,2021-04-12 17:57:43,i didnt you this app yet but after reading your reply in others review i give all the star for your helping reply,Good
After update paxi mero kyc review ma xa but maile bujhna na sakeko maile load amount garda mero bank ko mobile banking user I'd pasword kina mageko? Mero mobile banking I'd pasword Moru ko server ma store hudaina?,2,2021-04-11 19:43:58,after update paxi mero kyc review ma xa but maile bujhna na sakeko maile load amount garda mero bank ko mobile banking user id pasword kina mageko mero mobile banking id pasword moru ko server ma store hudaina,Bad
KHAI yo app ma ta deposit nai hunna... keyboard freez... phn hang ... matra hunxa...,2,2021-04-10 22:56:31,khai yo app ma ta deposit nai hunna keyboard freez phn hang matra hunxa,Bad
i love you moru Digital wallet tem,5,2021-04-10 22:18:34,i love you moru digital wallet tem,Good
Khoi kina deko malai pani tha chaina,5,2021-04-10 21:53:45,khoi kina deko malai pani tha chaina,Good
"This has good potential, can compete with Esewa. All the best",5,2021-04-10 20:55:10,this has good potential can compete with esewa all the best,Good
Really awesome app💓💓 no withdrawal fee to bank 😊😊 Better than esewa khalti!! Thank you moru!,5,2021-04-10 10:43:24,really awesome app no withdrawal fee to bank better than esewa khalti thank you moru,Good
This is fake,1,2021-04-09 23:54:47,this is fake,Bad
Just too good,5,2021-04-09 19:10:20,just too good,Good
Why there's a issue to save transaction pin???,1,2021-04-09 18:54:49,why theres a issue to save transaction pin,Bad
250 rs has ben deducted from.bank account but not credited to moru wallet on 26 chaitra 2077.,1,2021-04-09 09:21:11,rs has ben deducted frombank account but not credited to moru wallet on chaitra,Bad
Best app moru,5,2021-04-08 13:02:23,best app moru,Good
Best,4,2021-04-06 14:42:11,best,Good
Very satisfying service..good❤️ keep growing🤗🤗,5,2021-04-06 13:37:55,very satisfying servicegood keep growing,Good
give 5000 money sir plz . I'm poor family member,5,2021-04-05 22:13:13,give money sir plz im poor family member,Good
Refer program is really nice and free banking transfer is really good .,5,2021-04-05 18:11:08,refer program is really nice and free banking transfer is really good,Good
Nice app but add their game to play and win money. Add games Add games Add games Add games Add games Add games Add games Add games,3,2021-04-05 17:49:12,nice app but add their game to play and win money add games add games add games add games add games add games add games add games,Neutral
Not a valid Emails address for What I'm using my same emails address for other Social media it work properly however it still pop Not a vaild email address again and again with other Gmail in Filling the form for detal for vertification . Fix it,2,2021-04-05 14:42:02,not a valid emails address for what im using my same emails address for other social media it work properly however it still pop not a vaild email address again and again with other gmail in filling the form for detal for vertification fix it,Bad
Do you have a viber community?,5,2021-04-05 10:02:38,do you have a viber community,Good
Not bad,1,2021-04-05 06:46:40,not bad,Bad
Nice,5,2021-04-04 19:53:35,nice,Good
Op,5,2021-04-04 18:30:31,op,Good
Free bank 🏦 transfer is best feature,5,2021-04-04 10:22:43,free bank transfer is best feature,Good
fantastic 100% Ratting I love it This app love you so much 😍😍😍😍😍😍😍,5,2021-04-04 00:35:26,fantastic ratting i love it this app love you so much,Good
Nice,5,2021-04-03 13:27:23,nice,Good
I like this apk but when I refer to other it is not giving me money other are getting but I am not.why this apk is good but...,5,2021-04-03 08:57:20,i like this apk but when i refer to other it is not giving me money other are getting but i am notwhy this apk is good but,Good
Fake application,1,2021-04-03 08:11:13,fake application,Bad
Thanks for create this app🤣🤣🤣🤣,5,2021-04-03 07:37:58,thanks for create this app,Good
Worst app ever seen .i had try many times n fulfill all the task given in there to fulfill but new account hadn't made .waste of time,1,2021-04-02 19:38:57,worst app ever seen i had try many times n fulfill all the task given in there to fulfill but new account hadnt made waste of time,Bad
Thank you so much but I have not receiveving balance,5,2021-04-02 17:26:05,thank you so much but i have not receiveving balance,Good
nice app,5,2021-04-02 12:14:52,nice app,Good
I giving five star for this app no any reason,5,2021-04-02 12:10:02,i giving five star for this app no any reason,Good
I like it,5,2021-04-02 08:31:33,i like it,Good
Tatti,1,2021-04-02 07:53:12,tatti,Bad
I tried to lunch the application bt the app isnt opening,2,2021-04-02 07:51:56,i tried to lunch the application bt the app isnt opening,Bad
I refered 5 people but i earned nothing...,1,2021-04-01 15:26:45,i refered people but i earned nothing,Bad
Good customer service easy to use,5,2021-04-01 14:29:46,good customer service easy to use,Good
Good aaps,5,2021-03-31 20:15:26,good aaps,Good
Literally waste of time,1,2021-03-31 13:34:56,literally waste of time,Bad
Free bank transfer is best features .Scan and pay feature most needed nows days,4,2021-03-31 10:10:36,free bank transfer is best features scan and pay feature most needed nows days,Good
Moru kasri kholanehudain,1,2021-03-30 17:05:17,moru kasri kholanehudain,Bad
outstanding application for all..,5,2021-03-30 08:40:04,outstanding application for all,Good
Good,5,2021-03-29 14:45:26,good,Good
NYC aap,5,2021-03-28 12:27:43,nyc aap,Good
Jinisa Bohara,5,2021-03-28 04:31:47,jinisa bohara,Good
Free mb,5,2021-03-27 22:12:16,free mb,Good
BEST APP!,5,2021-03-27 21:58:23,best app,Good
Wow,5,2021-03-27 20:06:29,wow,Good
"I m not fully satisfied with moru so,I give one star.I want to delete permanently my moru account",1,2021-03-27 19:16:15,i m not fully satisfied with moru soi give one stari want to delete permanently my moru account,Bad
77 jillama jamma 7wata khanepani counter matrai xa aru add garne kahile Ho???,1,2021-03-27 12:30:13,jillama jamma wata khanepani counter matrai xa aru add garne kahile ho,Bad
Makadogs mero referal garera kyc verified gareko......25 rs nei diyena,1,2021-03-27 10:57:26,makadogs mero referal garera kyc verified gareko rs nei diyena,Bad
Waste of time,1,2021-03-27 07:46:32,waste of time,Bad
Good,5,2021-03-27 00:22:52,good,Good
It's very nice app,5,2021-03-26 20:25:37,its very nice app,Good
ok ramroo xa app sabai la chalaunu hola,5,2021-03-26 20:06:13,ok ramroo xa app sabai la chalaunu hola,Good
Good,5,2021-03-26 18:25:00,good,Good
top 1,5,2021-03-26 16:54:02,top,Good
Not working 😡😡its a fake,1,2021-03-26 16:01:08,not working its a fake,Bad
Not give any money,1,2021-03-26 13:47:55,not give any money,Bad
Vary bad app 😠😠😠,1,2021-03-26 13:06:34,vary bad app,Bad
काम छैन यसको 100 आउँछ भनेर झुट बोलेर download गराउने चाल हो।,1,2021-03-26 11:53:19,काम छैन यसको आउँछ भनेर झुट बोलेर download गराउने चाल हो।,Bad
